timestamp,engagement,impressions,reach,saved,id,like_count
2018-05-02 00:13:00,45,1010,831,2,17914540594178951,43
2018-05-03 21:59:44,49,1128,912,0,17851183045262816,47
2018-05-09 20:26:08,39,712,592,3,17924442679093021,36
2018-05-15 16:28:27,24,665,573,0,17855870992248027,24
2018-05-17 19:22:30,137,1521,1318,6,17929949638120126,127
2018-05-25 12:51:47,71,1035,910,1,17942776750067204,68
2018-05-28 21:49:10,67,1111,876,1,17921181637176938,65
2018-05-31 13:48:50,79,1014,860,1,17920186042158569,75
2018-06-02 14:32:57,297,1129,945,1,17933508469121527,296
2018-06-04 22:20:13,376,1376,1114,6,17892029851201473,370
2018-06-05 16:33:27,344,663,563,0,17888654623222834,344
2018-06-12 15:29:26,402,890,719,1,17952135835060159,401
2018-06-17 15:26:47,400,916,762,2,17954576185038778,396
2018-06-17 23:59:48,398,947,733,0,17880435934237357,398
2018-06-20 15:59:13,403,891,753,1,17934210580092074,402
2018-06-22 16:28:07,448,1091,932,1,17954734960027169,445
2018-06-23 20:15:04,607,2182,1857,4,17954715586035487,598
2018-06-25 02:09:13,504,1745,1442,1,17926214440155213,499
2018-06-29 16:19:15,487,1150,953,4,17925195484160257,480
2018-07-01 18:42:31,820,1472,1214,4,17955439006046463,810
2018-07-03 19:26:07,912,2131,1746,3,17942426680118107,907
2018-07-04 21:42:46,957,2364,1917,9,17957594734060337,942
2018-07-06 15:29:37,847,1170,988,2,17868830524254789,845
2018-07-09 14:53:41,1161,1834,1518,1,17869478635250019,1158
2018-07-13 17:35:01,716,1194,979,2,17960754544019134,713
2018-07-16 00:52:09,767,1748,1450,2,17931707290146400,762
2018-07-20 11:54:17,826,1703,1408,8,17948988397098877,816
2018-07-23 13:49:59,781,1456,1218,1,17943133012086545,774
2018-07-25 11:05:57,851,1819,1556,6,17890259056238185,841
2018-07-26 21:09:50,694,800,669,0,17890999255232667,694
2018-07-29 16:18:18,809,1498,1256,1,17964894175007493,807
2018-08-05 21:17:09,919,2459,1990,19,17965517374011531,895
2018-08-09 17:54:32,831,1846,1472,3,17938733419183427,818
2018-08-12 17:38:38,775,1367,1184,2,17955155464098197,770
2018-08-21 20:14:42,751,1345,1100,0,17882293792255010,750
2018-08-22 23:03:26,855,1964,1562,8,17937438859172791,843
2018-08-25 03:29:01,801,1761,1408,1,17952170707089062,791
2018-08-30 12:37:39,543,1733,1487,3,17945089492177334,532
2018-08-31 15:17:42,483,1571,1362,2,17877006892269455,478
2018-09-01 19:19:43,456,1309,1063,1,17975370001044732,453
2018-09-02 17:47:24,391,995,817,0,17845710130290493,391
2018-09-04 11:57:40,523,1786,1470,8,17975899930040161,510
2018-09-06 12:56:39,471,1232,1051,1,17972739427069618,468
2018-09-11 18:56:47,429,1126,920,0,17971315696074266,429
2018-09-15 02:40:55,513,2057,1582,3,17979616036022005,505
2018-09-16 21:57:19,780,4688,2984,12,17952989158184911,745
2018-09-23 19:49:46,450,1791,1485,5,17968915147104580,441
2018-09-24 12:54:12,516,2756,2219,11,17908794481233243,500
2018-09-27 19:01:30,464,1486,1271,2,17962316425083261,456
2018-09-28 13:01:20,428,1979,1744,0,17982585367047527,421
2018-10-02 00:03:43,436,1366,1134,1,17911000810235517,431
2018-10-02 23:19:53,404,1176,929,0,17985254509044584,404
2018-10-03 23:29:21,424,1436,1178,3,17956614037182907,418
2018-10-05 16:41:08,361,1262,1061,3,17952954994160896,356
2018-10-09 17:41:43,417,1765,1512,6,17982085822068718,410
2018-10-12 22:24:40,414,1420,1180,3,17973975697115975,410
2018-10-13 23:31:54,465,1822,1466,5,17973705670105771,458
2018-10-18 12:59:16,360,899,763,0,17990302630055444,360
2018-10-20 16:53:00,362,1185,1079,4,17960539591146494,358
2018-10-21 16:43:31,419,1330,1152,3,17961193180158484,412
2018-10-29 00:32:46,408,1664,1418,2,17919389515237406,406
2018-10-30 22:47:54,448,1822,1501,0,17967025666134849,437
2018-11-03 20:29:23,414,1112,923,0,17968224526180611,413
2018-11-04 17:50:08,440,1336,1119,3,17921968168231654,435
2018-11-07 12:35:50,557,1434,1200,6,17923422916239521,551
2018-11-11 01:40:33,623,1118,979,0,18000780502024720,623
2018-11-14 12:24:16,609,1283,1053,3,17899828477263722,606
2018-11-15 19:32:05,583,939,783,2,17869537606289752,581
2018-11-16 23:10:46,519,1052,906,1,17967389164167162,518
2018-11-20 17:36:24,662,1965,1737,41,18002501560036121,619
2018-11-21 16:11:53,563,1106,974,3,17965702330173648,557
2018-11-23 01:01:16,579,1263,1126,1,18003621985018161,576
2018-11-24 14:34:47,485,904,775,0,18003723127050131,484
2018-11-26 01:11:09,508,1271,1051,0,17913797692250843,507
2018-12-01 20:58:13,613,2302,2079,22,17975073241155132,582
2018-12-02 23:15:54,607,2307,1974,25,17914134043260439,571
2018-12-05 14:16:54,663,2036,1772,16,18007928557040365,641
2018-12-06 20:42:36,585,2283,1980,14,17984944495089050,568
2018-12-09 03:23:12,779,3669,2929,23,17965276639199748,751
2018-12-10 12:00:46,612,1809,1621,4,18001895365079833,608
2018-12-11 12:20:16,559,1028,838,3,17978820838179211,555
2018-12-12 12:16:36,626,2033,1626,1,17902616026274679,622
2018-12-15 02:20:20,602,1622,1218,1,17994186064117855,599
2018-12-17 00:30:13,570,1563,1305,10,17847769909315377,560
2018-12-18 18:17:49,774,3451,2976,150,17913083419265399,606
2018-12-19 15:12:44,503,1106,982,13,17988793531093331,490
2018-12-20 13:10:36,600,2160,1910,5,17984477278133034,595
2018-12-21 20:19:01,604,1794,1474,3,17990832526089272,595
2018-12-23 14:37:03,734,2491,1998,3,17847924490319810,723
2018-12-26 14:36:10,657,2132,1815,4,17936382289246730,645
2018-12-28 15:06:24,581,1620,1372,5,17842413697335617,573
2018-12-31 17:09:34,627,1435,1229,10,17952607423220008,612
2019-01-04 22:40:10,599,1394,1136,0,17927258683251342,598
2019-01-06 17:09:23,603,1372,1119,5,18005850484098823,596
2019-01-09 22:41:09,720,2765,2316,14,17945192905240416,698
2019-01-15 03:02:30,622,1459,1205,3,17904989902284036,612
2019-01-17 01:03:06,599,1919,1606,28,18008322151111998,570
2019-01-20 16:27:54,621,2139,1779,6,18017366311078596,612
2019-01-24 22:43:14,582,1553,1339,32,17951558218226422,549
2019-01-28 16:55:45,725,2923,2491,8,17849710606343945,710
2019-01-29 21:03:00,574,1832,1554,4,18027684907020485,563
2019-01-31 17:21:40,632,1754,1507,1,17928431194270025,624
2019-02-02 19:12:36,528,1118,939,2,17911162750303391,522
2019-02-03 19:38:06,562,1538,1269,0,18029488876002601,553
2019-02-06 18:29:00,566,1667,1428,2,17898845350289232,557
2019-02-07 23:48:44,890,3913,3334,191,18031460827025740,667
2019-02-09 16:34:48,582,1516,1264,4,18024179272074367,576
2019-02-10 22:28:20,579,2627,2138,1,17914013773304963,571
2019-02-11 23:17:14,594,2183,1537,14,18026407072075553,579
2019-02-14 20:09:46,618,3032,2395,5,18018173692109067,605
2019-02-16 16:10:35,753,4050,3140,6,18033261463015546,743
2019-02-17 18:38:22,617,2907,2246,1,18035156197038614,603
2019-02-18 18:38:03,707,5772,4082,24,17850003703360291,662
2019-02-22 14:16:47,573,1773,1412,0,18037796533028002,573
2019-02-23 15:02:55,624,2397,1998,4,17963305261230387,618
2019-02-24 18:35:26,566,1797,1360,1,17919006337303408,563
2019-02-25 21:55:37,586,2251,1803,1,17869672219321503,572
2019-02-27 03:02:59,589,2153,1612,2,18038242012012240,585
2019-03-01 18:26:42,676,3473,2707,13,18023814484113702,647
2019-03-03 18:34:35,582,2501,2025,0,17961146737246435,575
2019-03-05 14:12:30,580,1559,1242,0,17857096564355086,580
2019-03-06 18:44:16,514,1230,945,1,17976186346211957,513
2019-03-08 21:26:14,537,1799,1474,1,17909872018288314,534
2019-03-10 19:54:56,1023,1814,1512,3,18024095728125840,1020
2019-03-11 23:23:48,716,3984,2917,15,17864249170343758,693
2019-03-12 18:47:40,524,1415,1044,0,17949194452257009,523
2019-03-14 20:01:18,1004,1144,844,0,18005478364173290,1004
2019-03-16 13:05:11,518,1625,1242,4,17860685647354636,513
2019-03-18 21:56:04,595,3331,2641,4,17846069896391152,583
2019-03-20 18:39:01,1007,1415,1194,0,17927312491303286,1006
2019-03-29 19:21:02,517,1331,1103,1,17948520835271873,513
2019-03-31 21:10:55,574,1929,1655,6,17987714923204705,566
2019-04-02 21:10:50,582,1600,1337,2,17872799050339073,578
2019-04-04 21:18:54,529,990,794,1,18051997099014456,528
2019-04-09 19:28:50,607,1965,1414,0,18023633479185609,604
2019-04-12 00:39:45,723,4701,3192,8,18009134089195078,705
2019-04-15 15:38:40,605,3571,2971,2,18028053841186445,602
2019-04-17 20:23:24,643,2663,2202,2,17898831787306885,639
2019-04-18 22:58:18,609,1517,1112,3,17876228569342822,605
2019-04-20 16:50:55,594,1769,1518,0,17845141420424174,592
2019-04-23 00:59:44,577,1680,1314,1,17842509775431128,576
2019-04-23 20:28:44,610,1060,855,1,18034183222085009,607
2019-04-25 00:01:08,1085,2748,2591,0,18060301084054794,1076
2019-04-30 00:55:11,640,1979,1558,8,17894758315314885,625
2019-04-30 20:18:06,589,1298,1026,0,18060006793010107,588
2019-05-02 15:47:12,585,1531,1312,0,17885288941331023,581
2019-05-06 01:54:10,607,1916,1580,1,17880695161346502,598
2019-05-12 20:09:48,544,1411,1243,1,18032738386147029,539
2019-05-14 00:55:17,554,1574,1277,3,17907642118306044,547
2019-05-16 17:10:54,65,799,646,0,18034889023181382,64
2019-05-20 13:58:33,102,1740,1436,3,18059736238079915,94
2019-05-26 00:07:06,71,1241,993,0,18047265880121665,69
2019-05-27 22:29:29,83,1666,1282,2,17868227536381916,80
2019-05-28 20:02:06,54,1138,956,2,17959902703274146,50
2019-06-03 19:59:24,79,990,800,0,17887599064354291,72
2019-06-04 19:28:13,83,1225,1001,2,17970375070265037,77
2019-06-05 17:39:29,85,1772,1501,1,17850814564453189,79
2019-06-11 00:55:11,74,1478,1182,0,17884485736363768,70
2019-06-11 20:18:23,95,1752,1456,1,17996824708236156,91
2019-06-12 23:58:18,93,1303,974,3,18007849039208435,84
2019-06-13 22:43:31,50,1401,1122,2,18046392154187434,46
2019-06-15 01:32:12,71,1202,934,1,18076350367006058,66
